"","id","degree","group","label","origin","direction","shape","study","tissue","cell"
"Hmgb123","Hmgb1",1,"upregulated","Hmgb1","Hsp90aa1","vis_net_I","circle","Parabiosis2","PB","Tcell"
"Zfp7152","Zfp715",1,"upregulated","Zfp715","Hsp90aa1","vis_net_I","circle","Parabiosis2","PB","Tcell"
"Stat339","Stat3",7,"no data","Stat3","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Nfkb138","Nfkb1",7,"no data","Nfkb1","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Trp634","Trp63",2,"no data","Trp63","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Ppp2ca3","Ppp2ca",4,"no data","Ppp2ca","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Rac136","Rac1",13,"no data","Rac1","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Sfn","Sfn",4,"no data","Sfn","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Cd441","Cd44",4,"int","Cd44","Cd44","vis_net_A","square","Parabiosis2","Skin","Basal"
"Tiam1","Tiam1",2,"no data","Tiam1","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"NICHE150","NICHE",7,"no data","NICHE","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hivep240","Hivep2",1,"downregulated","Hivep2","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Etv38","Etv3",1,"upregulated","Etv3","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Bnc1","Bnc1",1,"upregulated","Bnc1","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hmgb124","Hmgb1",2,"downregulated","Hmgb1","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hoxc45","Hoxc4",2,"upregulated","Hoxc4","Cd44","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Stat3119","Stat3",7,"no data","Stat3","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hif1a1","Hif1a",1,"no data","Hif1a","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Nfkb1115","Nfkb1",7,"no data","Nfkb1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Trp631","Trp63",2,"no data","Trp63","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Rack1","Rack1",1,"no data","Rack1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Egfr19","Egfr",8,"int","Egfr","Egfr","vis_net_A","square","Parabiosis2","Skin","Basal"
"Hsp90aa126","Hsp90aa1",8,"no data","Hsp90aa1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Ctnnd11","Ctnnd1",2,"no data","Ctnnd1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Rac1114","Rac1",13,"no data","Rac1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Rock115","Rock1",2,"no data","Rock1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hspb1","Hspb1",1,"no data","Hspb1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hras","Hras",10,"no data","Hras","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Abi12","Abi1",2,"no data","Abi1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"App18","App",5,"no data","App","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Sfn1","Sfn",4,"no data","Sfn","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"NICHE151","NICHE",7,"no data","NICHE","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hivep2119","Hivep2",1,"downregulated","Hivep2","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Etv312","Etv3",1,"upregulated","Etv3","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Bnc11","Bnc1",1,"upregulated","Bnc1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hmgb1111","Hmgb1",2,"downregulated","Hmgb1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hoxc411","Hoxc4",2,"upregulated","Hoxc4","Egfr","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Stat3214","Stat3",7,"no data","Stat3","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Nfkb1212","Nfkb1",7,"no data","Nfkb1","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Trp632","Trp63",2,"no data","Trp63","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Ppp2ca12","Ppp2ca",4,"int","Ppp2ca","Ppp2ca","vis_net_A","square","Parabiosis2","Skin","Basal"
"Rhoa30","Rhoa",16,"no data","Rhoa","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Egfr110","Egfr",8,"no data","Egfr","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hsp90aa1111","Hsp90aa1",8,"no data","Hsp90aa1","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Rac1212","Rac1",13,"no data","Rac1","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Rock116","Rock1",2,"no data","Rock1","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Jup","Jup",3,"no data","Jup","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Sfn2","Sfn",4,"no data","Sfn","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Sdc1","Sdc1",5,"no data","Sdc1","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"NICHE235","NICHE",7,"no data","NICHE","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hivep2212","Hivep2",1,"downregulated","Hivep2","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Etv321","Etv3",1,"upregulated","Etv3","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Bnc12","Bnc1",1,"upregulated","Bnc1","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hmgb125","Hmgb1",2,"downregulated","Hmgb1","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hoxc421","Hoxc4",2,"upregulated","Hoxc4","Ppp2ca","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Stat3310","Stat3",7,"no data","Stat3","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Nfkb139","Nfkb1",7,"no data","Nfkb1","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Jun47","Jun",7,"no data","Jun","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Trp633","Trp63",2,"no data","Trp63","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Rack11","Rack1",1,"no data","Rack1","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hsp90aa127","Hsp90aa1",8,"no data","Hsp90aa1","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Rac137","Rac1",13,"no data","Rac1","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Rock121","Rock1",2,"no data","Rock1","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hras1","Hras",10,"no data","Hras","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Sfn3","Sfn",4,"no data","Sfn","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Sdc11","Sdc1",5,"int","Sdc1","Sdc1","vis_net_A","square","Parabiosis2","Skin","Basal"
"NICHE328","NICHE",7,"no data","NICHE","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hivep2310","Hivep2",1,"downregulated","Hivep2","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Etv331","Etv3",1,"upregulated","Etv3","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Bnc13","Bnc1",1,"upregulated","Bnc1","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hmgb133","Hmgb1",2,"downregulated","Hmgb1","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Hoxc43","Hoxc4",2,"upregulated","Hoxc4","Sdc1","vis_net_A","circle","Parabiosis2","Skin","Basal"
"Fos28","Fos",1,"no data","Fos","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fyn17","Fyn",10,"int","Fyn","Fyn","vis_net_A","square","Parabiosis2","Skin","Endoth"
"Cav12","Cav1",8,"no data","Cav1","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rps6ka3","Rps6ka3",4,"no data","Rps6ka3","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Itgb132","Itgb1",12,"no data","Itgb1","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"S1pr14","S1pr1",4,"no data","S1pr1","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Itga64","Itga6",5,"no data","Itga6","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Itga17","Itga1",9,"no data","Itga1","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Col4a14","Col4a1",2,"no data","Col4a1","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Col4a25","Col4a2",3,"no data","Col4a2","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"NICHE152","NICHE",21,"no data","NICHE","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Camta19","Camta1",1,"upregulated","Camta1","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Csrnp125","Csrnp1",1,"upregulated","Csrnp1","Fyn","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Foxo113","Foxo1",4,"no data","Foxo1","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Ets120","Ets1",3,"no data","Ets1","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fos115","Fos",1,"no data","Fos","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fyn18","Fyn",10,"no data","Fyn","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rhoa34","Rhoa",30,"no data","Rhoa","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rps6ka31","Rps6ka3",4,"no data","Rps6ka3","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Kdr4","Kdr",10,"int","Kdr","Kdr","vis_net_A","square","Parabiosis2","Skin","Endoth"
"Jak139","Jak1",14,"no data","Jak1","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"NICHE153","NICHE",21,"no data","NICHE","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Camta111","Camta1",1,"upregulated","Camta1","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Csrnp1113","Csrnp1",1,"upregulated","Csrnp1","Kdr","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fos29","Fos",1,"no data","Fos","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fyn23","Fyn",10,"no data","Fyn","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Ptk219","Ptk2",13,"int","Ptk2","Ptk2","vis_net_A","square","Parabiosis2","Skin","Endoth"
"Rhoa115","Rhoa",30,"no data","Rhoa","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Hsp90aa128","Hsp90aa1",6,"no data","Hsp90aa1","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rps6ka32","Rps6ka3",4,"no data","Rps6ka3","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Itgb1114","Itgb1",12,"no data","Itgb1","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Cxcl123","Cxcl12",4,"no data","Cxcl12","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Ptpn123","Ptpn12",2,"no data","Ptpn12","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Flt12","Flt1",7,"no data","Flt1","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Gnai223","Gnai2",6,"no data","Gnai2","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Itga112","Itga1",9,"no data","Itga1","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Col4a112","Col4a1",2,"no data","Col4a1","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Col4a212","Col4a2",3,"no data","Col4a2","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"NICHE236","NICHE",21,"no data","NICHE","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Camta121","Camta1",1,"upregulated","Camta1","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Csrnp126","Csrnp1",1,"upregulated","Csrnp1","Ptk2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Nfkb140","Nfkb1",17,"no data","Nfkb1","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Foxo114","Foxo1",4,"no data","Foxo1","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Ets1111","Ets1",3,"no data","Ets1","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fos33","Fos",1,"no data","Fos","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fyn32","Fyn",10,"no data","Fyn","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rhoa211","Rhoa",30,"no data","Rhoa","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Hsp90aa1112","Hsp90aa1",6,"no data","Hsp90aa1","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rock117","Rock1",5,"int","Rock1","Rock1","vis_net_A","square","Parabiosis2","Skin","Endoth"
"Rps6ka33","Rps6ka3",4,"no data","Rps6ka3","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"App19","App",8,"no data","App","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Kdr11","Kdr",10,"no data","Kdr","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Jak1114","Jak1",14,"no data","Jak1","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Il4ra","Il4ra",4,"no data","Il4ra","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Mapk6","Mapk6",1,"no data","Mapk6","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Myl12b1","Myl12b",2,"no data","Myl12b","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Myl63","Myl6",8,"no data","Myl6","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Itga122","Itga1",9,"no data","Itga1","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"NICHE329","NICHE",21,"no data","NICHE","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Camta13","Camta1",1,"upregulated","Camta1","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Csrnp133","Csrnp1",1,"upregulated","Csrnp1","Rock1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Nfkb1116","Nfkb1",17,"no data","Nfkb1","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Foxo123","Foxo1",4,"no data","Foxo1","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Ets125","Ets1",3,"no data","Ets1","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fos43","Fos",1,"no data","Fos","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fyn42","Fyn",10,"no data","Fyn","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rhoa35","Rhoa",30,"no data","Rhoa","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Hsp90aa129","Hsp90aa1",6,"no data","Hsp90aa1","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rock26","Rock2",4,"int","Rock2","Rock2","vis_net_A","square","Parabiosis2","Skin","Endoth"
"Rps6ka34","Rps6ka3",4,"no data","Rps6ka3","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"App110","App",8,"no data","App","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Kdr21","Kdr",10,"no data","Kdr","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Jak1212","Jak1",14,"no data","Jak1","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Il4ra1","Il4ra",4,"no data","Il4ra","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Mapk61","Mapk6",1,"no data","Mapk6","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Myl611","Myl6",8,"no data","Myl6","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Itga132","Itga1",9,"no data","Itga1","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"NICHE425","NICHE",21,"no data","NICHE","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Camta14","Camta1",1,"upregulated","Camta1","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Csrnp143","Csrnp1",1,"upregulated","Csrnp1","Rock2","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Foxo132","Foxo1",4,"no data","Foxo1","Ptprm","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fos53","Fos",1,"no data","Fos","Ptprm","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Ctnnb116","Ctnnb1",16,"no data","Ctnnb1","Ptprm","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rps6ka35","Rps6ka3",4,"no data","Rps6ka3","Ptprm","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Ptprm1","Ptprm",4,"int","Ptprm","Ptprm","vis_net_A","square","Parabiosis2","Skin","Endoth"
"NICHE523","NICHE",21,"no data","NICHE","Ptprm","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Camta15","Camta1",1,"upregulated","Camta1","Ptprm","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Csrnp153","Csrnp1",1,"upregulated","Csrnp1","Ptprm","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fos63","Fos",1,"no data","Fos","Hsp90aa1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fyn51","Fyn",10,"no data","Fyn","Hsp90aa1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rhoa43","Rhoa",30,"no data","Rhoa","Hsp90aa1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Hsp90aa131","Hsp90aa1",6,"int","Hsp90aa1","Hsp90aa1","vis_net_A","square","Parabiosis2","Skin","Endoth"
"Rps6ka36","Rps6ka3",4,"no data","Rps6ka3","Hsp90aa1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"NICHE619","NICHE",21,"no data","NICHE","Hsp90aa1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Camta16","Camta1",1,"upregulated","Camta1","Hsp90aa1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Csrnp163","Csrnp1",1,"upregulated","Csrnp1","Hsp90aa1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Foxo142","Foxo1",4,"no data","Foxo1","Il6st","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fos72","Fos",1,"no data","Fos","Il6st","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rps6ka37","Rps6ka3",4,"no data","Rps6ka3","Il6st","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Il6st2","Il6st",6,"int","Il6st","Il6st","vis_net_A","square","Parabiosis2","Skin","Endoth"
"NICHE714","NICHE",21,"no data","NICHE","Il6st","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Camta17","Camta1",1,"upregulated","Camta1","Il6st","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Csrnp172","Csrnp1",1,"upregulated","Csrnp1","Il6st","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fos81","Fos",1,"no data","Fos","Itga1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Fyn61","Fyn",10,"no data","Fyn","Itga1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Rps6ka38","Rps6ka3",4,"no data","Rps6ka3","Itga1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Itga14","Itga1",9,"int","Itga1","Itga1","vis_net_A","square","Parabiosis2","Skin","Endoth"
"NICHE812","NICHE",21,"no data","NICHE","Itga1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Camta18","Camta1",1,"upregulated","Camta1","Itga1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Csrnp181","Csrnp1",1,"upregulated","Csrnp1","Itga1","vis_net_A","circle","Parabiosis2","Skin","Endoth"
"Stat340","Stat3",3,"no data","Stat3","Egfr","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Egfr20","Egfr",17,"int","Egfr","Egfr","vis_net_A","square","Parabiosis2","Skin","Ib"
"NICHE154","NICHE",12,"no data","NICHE","Egfr","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Hmgb126","Hmgb1",2,"downregulated","Hmgb1","Egfr","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Stat3120","Stat3",3,"no data","Stat3","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Jun48","Jun",9,"no data","Jun","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Prkca33","Prkca",6,"no data","Prkca","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Egfr111","Egfr",17,"no data","Egfr","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Gsk3b34","Gsk3b",5,"no data","Gsk3b","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Fbxw71","Fbxw7",4,"no data","Fbxw7","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Hras4","Hras",13,"no data","Hras","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Gab117","Gab1",4,"no data","Gab1","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Ubb2","Ubb",32,"no data","Ubb","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Fgfr3","Fgfr3",3,"int","Fgfr3","Fgfr3","vis_net_A","square","Parabiosis2","Skin","Ib"
"Rps27a1","Rps27a",78,"no data","Rps27a","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Uba521","Uba52",73,"no data","Uba52","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"NICHE155","NICHE",12,"no data","NICHE","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Hmgb1112","Hmgb1",2,"downregulated","Hmgb1","Fgfr3","vis_net_A","circle","Parabiosis2","Skin","Ib"
"Jun120","Jun",9,"no data","Jun","Cdh1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Cdh1","Cdh1",9,"int","Cdh1","Cdh1","vis_net_I","square","Parabiosis2","Skin","Ib"
"Ctnnb117","Ctnnb1",22,"no data","Ctnnb1","Cdh1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"NICHE237","NICHE",12,"no data","NICHE","Cdh1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Hmgb127","Hmgb1",2,"downregulated","Hmgb1","Cdh1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Jun215","Jun",9,"no data","Jun","Hras","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Hras11","Hras",13,"int","Hras","Hras","vis_net_I","square","Parabiosis2","Skin","Ib"
"NICHE330","NICHE",12,"no data","NICHE","Hras","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Hmgb134","Hmgb1",2,"downregulated","Hmgb1","Hras","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Jun312","Jun",9,"no data","Jun","Hsp90aa1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Hsp90aa130","Hsp90aa1",6,"int","Hsp90aa1","Hsp90aa1","vis_net_I","square","Parabiosis2","Skin","Ib"
"Hras2","Hras",13,"no data","Hras","Hsp90aa1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"NICHE426","NICHE",12,"no data","NICHE","Hsp90aa1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Hmgb143","Hmgb1",2,"downregulated","Hmgb1","Hsp90aa1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Stat3215","Stat3",3,"no data","Stat3","Sdc1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Jun49","Jun",9,"no data","Jun","Sdc1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Mapk138","Mapk1",3,"no data","Mapk1","Sdc1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Egfr22","Egfr",17,"no data","Egfr","Sdc1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Hsp90aa1113","Hsp90aa1",6,"no data","Hsp90aa1","Sdc1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Hras3","Hras",13,"no data","Hras","Sdc1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Sdc12","Sdc1",5,"int","Sdc1","Sdc1","vis_net_I","square","Parabiosis2","Skin","Ib"
"NICHE524","NICHE",12,"no data","NICHE","Sdc1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Hmgb153","Hmgb1",2,"downregulated","Hmgb1","Sdc1","vis_net_I","circle","Parabiosis2","Skin","Ib"
"Stat345","Stat3",9,"no data","Stat3","Ptpn1","vis_net_A","circle","Parabiosis2","Skin","Smomus"
"Fos30","Fos",1,"no data","Fos","Ptpn1","vis_net_A","circle","Parabiosis2","Skin","Smomus"
"Ptpn16","Ptpn1",3,"int","Ptpn1","Ptpn1","vis_net_A","square","Parabiosis2","Skin","Smomus"
"Tln13","Tln1",6,"no data","Tln1","Ptpn1","vis_net_A","circle","Parabiosis2","Skin","Smomus"
"Itgb133","Itgb1",13,"no data","Itgb1","Ptpn1","vis_net_A","circle","Parabiosis2","Skin","Smomus"
"Ilk10","Ilk",1,"no data","Ilk","Ptpn1","vis_net_A","circle","Parabiosis2","Skin","Smomus"
"Rap1b7","Rap1b",2,"no data","Rap1b","Ptpn1","vis_net_A","circle","Parabiosis2","Skin","Smomus"
